# resp_long: LLM background survey responses in long format | Generated: 2026-04-07 17:14
# 101 respondents x 66 items | Total rows: 6666
# submission_status values:
#   unique     - single complete submission for this pid
#   first-dup  - earlier of two complete submissions (keep second-dup for analysis)
#   second-dup - later of two complete submissions
#   incomplete - unfinished submission (finished = FALSE)
# Duplicate complete submissions (3 pids): 6jfSCh, 9g0fXm, NA
# Incomplete submissions (5 pids): 51XGeK, H254QA, lQ647f, y5lblN, NA
1,"pi5ub2","m","q2","pi5ub2","QID1321593225",,"Participant ID","TE","ML",,"Q2",,,"Participant ID","pi5ub2","pi5ub2",,"pi5ub2","pi5ub2","Participant ID",,"unique"
22,"eL52QF","c","q17_24","I have never heard of this tool.","QID17",24,"For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Matrix","Likert","SingleAnswer","Q17",24,"Julius AI","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br> - Julius AI","I have never heard of this tool.","I have never heard of this tool.",,"I have never heard of this tool.","I have never heard of this tool.","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Julius AI","unique"
22,"eL52QF","c","q17_25","I have never heard of this tool.","QID17",25,"For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Matrix","Likert","SingleAnswer","Q17",25,"Formula Bot","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br> - Formula Bot","I have never heard of this tool.","I have never heard of this tool.",,"I have never heard of this tool.","I have never heard of this tool.","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Formula Bot","unique"
22,"eL52QF","c","q17_26","I have never heard of this tool.","QID17",26,"For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Matrix","Likert","SingleAnswer","Q17",26,"AndiSearch","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br> - AndiSearch","I have never heard of this tool.","I have never heard of this tool.",,"I have never heard of this tool.","I have never heard of this tool.","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","AndiSearch","unique"
22,"eL52QF","c","q17_27","I have never heard of this tool.","QID17",27,"For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Matrix","Likert","SingleAnswer","Q17",27,"Goblin Tools","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br> - Goblin Tools","I have never heard of this tool.","I have never heard of this tool.",,"I have never heard of this tool.","I have never heard of this tool.","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Goblin Tools","unique"
22,"eL52QF","c","q17_28","I have never heard of this tool.","QID17",28,"For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Matrix","Likert","SingleAnswer","Q17",28,"Other: _________","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br> - Other: _________","I have never heard of this tool.","I have never heard of this tool.",,"I have never heard of this tool.","I have never heard of this tool.","For each of the following generative artificial intelligence tools, please select the option that best describes your familiarity and use of that tool.<br>","Other: _________","unique"
22,"eL52QF","c","q23","Search for information like a search engine,Check tone, style, fluency, and naturalness,Check grammar and spelling,Summarize a document,Explain a document in another words,Brainstorm and create a first draft","QID23",,"If you indicated that you have used generative AI. For which of the following tasks have you used generative AI? Click all that apply.","MC","MAVR","TX","Q23",,,"If you indicated that you have used generative AI. For which of the following tasks have you used generative AI? Click all that apply.","Search for information like a search engine,Check tone, style, fluency, and naturalness,Check grammar and spelling,Summarize a document,Explain a document in another words,Brainstorm and create a first draft","Search for information like a search engine,Check tone, style, fluency, and naturalness,Check grammar and spelling,Summarize a document,Explain a document in another words,Brainstorm and create a first draft",,"Search for information like a search engine,Check tone, style, fluency, and naturalness,Check grammar and spelling,Summarize a document,Explain a document in another words,Brainstorm and create a first draft","Search for information like a search engine,Check tone, style, fluency, and naturalness,Check grammar and spelling,Summarize a document,Explain a document in another words,Brainstorm and create a first draft","If you indicated that you have used generative AI. For which of the following tasks have you used generative AI? Click all that apply.",,"unique"
23,"70C9NN","m","q2","70C9NN","QID1321593225",,"Participant ID","TE","ML",,"Q2",,,"Participant ID","70C9NN","70C9NN",,"C9NN","C9NN","Participant ID",,"unique"
23,"70C9NN","m","q3","REDACTED","QID1321593226",,"Email Address","TE","ML",,"Q3",,,"Email Address","REDACTED","REDACTED",,"REDACTED","REDACTED","Email Address",,"unique"
23,"70C9NN","m","q1_1","Sometimes","QID1321593224",1,"Welcome to the post-activity survey. You will answer a few questions about your experience reading and writing, which should take approximately ten minutes. When you finish this survey, you will be finished with today's session.<br><br>Your email address and random participant ID should show up automatically below: you do not need to alter those fields. <br><br>Please let the RA know if they are empty. Otherwise, press the button to continue.","DB","TB",,"Q1",1,,"Welcome to the post-activity survey. You will answer a few questions about your experience reading and writing, which should take approximately ten minutes. When you finish this survey, you will be finished with today's session.<br><br>Your email address and random participant ID should show up automatically below: you do not need to alter those fields. <br><br>Please let the RA know if they are empty. Otherwise, press the button to continue.","Sometimes","Sometimes",,"Sometimes","Sometimes","Welcome to the post-activity survey. You will answer a few questions about your experience reading and writing, which should take approximately ten minutes. When you finish this survey, you will be finished with today's session.<br><br>Your email address and random participant ID should show up automatically below: you do not need to alter those fields. <br><br>Please let the RA know if they are empty. Otherwise, press the button to continue.",,"unique"
23,"70C9NN","m","q2_23_1","5
Strongly agree
","QID1",1,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",1,"I understand generative AI technologies like ChatGPT have limitations in their ability to handle complex tasks.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I understand generative AI technologies like ChatGPT have limitations in their ability to handle complex tasks.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I understand generative AI technologies like ChatGPT have limitations in their ability to handle complex tasks.","unique"
23,"70C9NN","m","q2_23_2","5
Strongly agree
","QID1",2,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",2,"I understand generative AI technologies like ChatGPT can generate output that is factually inaccurate.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I understand generative AI technologies like ChatGPT can generate output that is factually inaccurate.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I understand generative AI technologies like ChatGPT can generate output that is factually inaccurate.","unique"
23,"70C9NN","m","q2_23_3","5
Strongly agree
","QID1",3,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",3,"I understand generative AI technologies like ChatGPT can generate output that is out of context or inappropriate.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I understand generative AI technologies like ChatGPT can generate output that is out of context or inappropriate.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I understand generative AI technologies like ChatGPT can generate output that is out of context or inappropriate.","unique"
23,"70C9NN","m","q2_23_4","5
Strongly agree
","QID1",4,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",4,"I understand generative AI technologies like ChatGPT can exhibit biases and unfairness in their output.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I understand generative AI technologies like ChatGPT can exhibit biases and unfairness in their output.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I understand generative AI technologies like ChatGPT can exhibit biases and unfairness in their output.","unique"
23,"70C9NN","m","q2_23_5","3
Neither agree nor disagree
","QID1",5,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",5,"I understand generative AI technologies like ChatGPT have limited emotional intelligence and empathy, which can lead to output that is insensitive or inappropriate.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I understand generative AI technologies like ChatGPT have limited emotional intelligence and empathy, which can lead to output that is insensitive or inappropriate.","3
Neither agree nor disagree
","3 Neither agree nor disagree",3,"Neither agree nor disagree","<div style=""text-align: center;"">3<br /> Neither agree nor disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I understand generative AI technologies like ChatGPT have limited emotional intelligence and empathy, which can lead to output that is insensitive or inappropriate.","unique"
23,"70C9NN","m","q2_23_6","4

Agree
","QID1",6,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",6,"Students must learn how to use generative AI technologies well for their career.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Students must learn how to use generative AI technologies well for their career.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Students must learn how to use generative AI technologies well for their career.","unique"
23,"70C9NN","m","q2_23_7","2
Disagree
","QID1",7,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",7,"I believe generative AI technologies such as ChatGPT can improve my digital competence.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I believe generative AI technologies such as ChatGPT can improve my digital competence.","2
Disagree
","2 Disagree",2,"Disagree","<div style=""text-align: center;"">2<br /> Disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I believe generative AI technologies such as ChatGPT can improve my digital competence.","unique"
23,"70C9NN","m","q2_23_8","4

Agree
","QID1",8,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",8,"I believe generative AI technologies such as ChatGPT can improve my overall academic performance.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I believe generative AI technologies such as ChatGPT can improve my overall academic performance.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I believe generative AI technologies such as ChatGPT can improve my overall academic performance.","unique"
23,"70C9NN","m","q2_23_9","1
Strongly disagree","QID1",9,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",9,"I think generative AI technologies such as ChatGPT can help me become a better writer.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think generative AI technologies such as ChatGPT can help me become a better writer.","1
Strongly disagree","1 Strongly disagree",1,"Strongly disagree","<div style=""text-align: center;"">1<br /> Strongly disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think generative AI technologies such as ChatGPT can help me become a better writer.","unique"
23,"70C9NN","m","q2_23_10","5
Strongly agree
","QID1",10,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",10,"I can ask questions to generative AI technologies such as ChatGPT that I would otherwise not voice out to my teacher.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I can ask questions to generative AI technologies such as ChatGPT that I would otherwise not voice out to my teacher.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I can ask questions to generative AI technologies such as ChatGPT that I would otherwise not voice out to my teacher.","unique"
23,"70C9NN","m","q2_23_11","4

Agree
","QID1",11,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",11,"Generative AI technologies such as ChatGPT will not judge me, so I feel comfortable with it.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Generative AI technologies such as ChatGPT will not judge me, so I feel comfortable with it.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Generative AI technologies such as ChatGPT will not judge me, so I feel comfortable with it.","unique"
23,"70C9NN","m","q2_23_12","1
Strongly disagree","QID1",12,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",12,"I think AI technologies such as ChatGPT is a great tool for student support services due to anonymity.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think AI technologies such as ChatGPT is a great tool for student support services due to anonymity.","1
Strongly disagree","1 Strongly disagree",1,"Strongly disagree","<div style=""text-align: center;"">1<br /> Strongly disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think AI technologies such as ChatGPT is a great tool for student support services due to anonymity.","unique"
23,"70C9NN","m","q2_23_13","5
Strongly agree
","QID1",13,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",13,"I believe generative AI technologies such as ChatGPT can help me save time.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I believe generative AI technologies such as ChatGPT can help me save time.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I believe generative AI technologies such as ChatGPT can help me save time.","unique"
23,"70C9NN","m","q2_23_14","4

Agree
","QID1",14,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",14,"I believe AI technologies such as ChatGPT can provide me with unique insights and perspectives that I may not have thought of myself.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I believe AI technologies such as ChatGPT can provide me with unique insights and perspectives that I may not have thought of myself.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I believe AI technologies such as ChatGPT can provide me with unique insights and perspectives that I may not have thought of myself.","unique"
23,"70C9NN","m","q2_23_15","5
Strongly agree
","QID1",15,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",15,"I think AI technologies such as ChatGPT can provide me with personalized and immediate feedback and suggestions for my assignments.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think AI technologies such as ChatGPT can provide me with personalized and immediate feedback and suggestions for my assignments.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think AI technologies such as ChatGPT can provide me with personalized and immediate feedback and suggestions for my assignments.","unique"
23,"70C9NN","m","q2_23_16","4

Agree
","QID1",16,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",16,"I think AI technologies such as ChatGPT is a great tool as it is available 24/7.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I think AI technologies such as ChatGPT is a great tool as it is available 24/7.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I think AI technologies such as ChatGPT is a great tool as it is available 24/7.","unique"
23,"70C9NN","m","q2_23_17","4

Agree
","QID1",17,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",17,"Using generative AI technologies such as ChatGPT to complete assignments undermines the value of a university education.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Using generative AI technologies such as ChatGPT to complete assignments undermines the value of a university education.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Using generative AI technologies such as ChatGPT to complete assignments undermines the value of a university education.","unique"
23,"70C9NN","m","q2_23_18","3
Neither agree nor disagree
","QID1",18,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",18,"Generative AI technologies such as ChatGPT will limit my opportunities to interact with others and socialize while completing coursework.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Generative AI technologies such as ChatGPT will limit my opportunities to interact with others and socialize while completing coursework.","3
Neither agree nor disagree
","3 Neither agree nor disagree",3,"Neither agree nor disagree","<div style=""text-align: center;"">3<br /> Neither agree nor disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Generative AI technologies such as ChatGPT will limit my opportunities to interact with others and socialize while completing coursework.","unique"
23,"70C9NN","m","q2_23_19","4

Agree
","QID1",19,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",19,"Generative AI technologies such as ChatGPT will hinder my development of generic or transferable skills such as teamwork, problem-solving, and leadership skills.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - Generative AI technologies such as ChatGPT will hinder my development of generic or transferable skills such as teamwork, problem-solving, and leadership skills.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Generative AI technologies such as ChatGPT will hinder my development of generic or transferable skills such as teamwork, problem-solving, and leadership skills.","unique"
23,"70C9NN","m","q2_23_20","5
Strongly agree
","QID1",20,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",20,"I can become over-reliant on generative AI technologies.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I can become over-reliant on generative AI technologies.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I can become over-reliant on generative AI technologies.","unique"
23,"70C9NN","m","q2_23_21","1
Strongly disagree","QID1",21,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",21,"The integration of generative AI technologies like ChatGPT in higher education will have a positive impact on teaching and learning in the long run.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - The integration of generative AI technologies like ChatGPT in higher education will have a positive impact on teaching and learning in the long run.","1
Strongly disagree","1 Strongly disagree",1,"Strongly disagree","<div style=""text-align: center;"">1<br /> Strongly disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","The integration of generative AI technologies like ChatGPT in higher education will have a positive impact on teaching and learning in the long run.","unique"
23,"70C9NN","m","q2_23_22","4

Agree
","QID1",22,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q2-23",22,"I envision integrating generative AI technologies like ChatGPT into my teaching and learning practices in the future.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I envision integrating generative AI technologies like ChatGPT into my teaching and learning practices in the future.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I envision integrating generative AI technologies like ChatGPT into my teaching and learning practices in the future.","unique"
23,"70C9NN","m","q25_1","4

Agree
","QID25",1,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",1,"I was satisfied with the summarization process.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I was satisfied with the summarization process.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I was satisfied with the summarization process.","unique"
23,"70C9NN","m","q25_2","4

Agree
","QID25",2,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",2,"I enjoyed the process.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I enjoyed the process.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I enjoyed the process.","unique"
23,"70C9NN","m","q25_3","5
Strongly agree
","QID25",3,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",3,"I found it easy to complete the process.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I found it easy to complete the process.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I found it easy to complete the process.","unique"
23,"70C9NN","m","q25_4","5
Strongly agree
","QID25",4,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",4,"This summarization process helped me understand the material better.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - This summarization process helped me understand the material better.","5
Strongly agree
","5 Strongly agree",5,"Strongly agree","<div style=""text-align: center;"">5<br /> Strongly agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","This summarization process helped me understand the material better.","unique"
23,"70C9NN","m","q25_5","3
Neither agree nor disagree
","QID25",5,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",5,"I feel like I learned something about using LLMs for reading and writing assignments.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I feel like I learned something about using LLMs for reading and writing assignments.","3
Neither agree nor disagree
","3 Neither agree nor disagree",3,"Neither agree nor disagree","<div style=""text-align: center;"">3<br /> Neither agree nor disagree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I feel like I learned something about using LLMs for reading and writing assignments.","unique"
23,"70C9NN","m","q25_6","4

Agree
","QID25",6,"For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","Matrix","Likert","SingleAnswer","Q25",6,"I would use this summarization process again on my own.","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree). - I would use this summarization process again on my own.","4

Agree
","4 Agree",4,"Agree","<div style=""text-align: center;"">4</div> <div style=""text-align: center;"">Agree</div>","For the following statements, please indicate the extent to which you agree or disagree by selecting one of the options ranging from 1 (Strongly Disagree) to 5 (Strongly Agree).","I would use this summarization process again on my own.","unique"
